"Tax Assessor Data Code Values",,
,,
PropertyAddressInfoPrivacy,,
,325,"Concrete.Concrete        "
,326,"Concrete.Steel           "
,327,"Plastic/Urethane         "
,328,"Precast Concrete         "
,329,"Reinforced Concrete      "
,330,"Bermuda/Clay Tile/Wood Shingle "
,331,"Synthetic                      "
,332,"Bahama/Ceramic Tile/Blt-Up T&G  "
,333,"Shingle/Tar/Gravel/Roll Slate  "
,334,"Bermuda/Conc Pl/Bltup T&G      "
,335,"Gable/Shaped Wood Truss        "
,336,"Prestressed Concrete           "
,337,"Gable/Shaped Steel Truss       "
,338,"Wood Hip/Gable/Wood Truss      "
,339,"Gypsum.Steel                   "
,340,"Shingle.Concrete             "
,341,"Irregular.Wood Truss         "
,342,"Irregular                    "
,343,"Lean To                      "
,344,"Salt Box                     "
,345,"Dome                         "
,346,"Flat.Asbestos                 "
,347,"Gable.Asbestos Shingle      "
,348,"Hip.Asbestos Shingle      "
,349,"Mansard.Asbestos Shingle     "
,350,"Gambrel.Asbestos Shingle  "
,351,"Asbestos Shingle          "
,352,"Asbestos/Wood                "
,353,"Asbestos/Wood/Shingle        "
,354,"Corrugated Asbestos          "
,355,"Flat.Roll                   "
,356,"Gable.Roll                  "
,357,"Hip.Roll                   "
,358,"Mansard.Roll                 "
,359,"Shed.Roll                    "
,360,"Gambrel/Roll              "
,361,"Roll                       "
,362,"Tar Paper                  "
,363,"Roll.Metal                   "
,364,"Roll.Wood Joist              "
,365,"Tar Paper.Metal              "
,366,"Fiberglass/Plastic   "
,367,"Clay Tile/Glazed Tile    "
,368,"Clay Tile/Slate          "
,369,"Clay/Concrete Tile           "
,370,"Concrete.Truss/Joist     "
,371,"Masonite/ Cement Shake"
,372,Urethane
,,
RoofConstruction,,
,RoofConstruction,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,101,DORMER
,103,MONITOR
,107,BARN
,108,CANOPY
,109,FRAME
,113,GAMBREL/MANSARD
,115,BUTTERFLY
,116,COMPLEX/CUSTOM
,117,CONTEMPORARY
,118,PITCHED
,119,ARCHED
,120,A-FRAME
,121,BUBBLE
,124,BARREL
,125,PYRAMID
,126,"SWISS CHALET/ALPINE"
,127,OTHER
,197,FLAT
,251,GABLE
,253,GABLE/HIP
,258,HIP
,265,MANSARD
,274,SHED
,282,SAWTOOTH
,283,CATHEDRAL/CLERESTORY
,289,GAMBREL
,311,"Rigid Frm Bar Jt"
,312,"Steel Frm/truss"
,313,"Bowstring Truss"
,318,"Wood Truss"
,320,"Prestress Concrete"
,329,"Reinforced Concrete"
,345,"GEODESIC / DOME"
,,
ContentStormShutterFlag,,
,ContentStormShutterFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of Storm Shutters on the Main Structure"
,,
ContentOverheadDoorFlag,,
,ContentOverheadDoorFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of an Overhead Door "
,,
ViewDescription,,
,ViewDescription,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,A,"FREEWAY PROXIMITY"
,B,"WATERFRONT-BEACH (OCEAN, RIVER OR LAKE)"
,C,"CONTAMINATION SITE"
,D,CUL-DE-SAC
,E,CORNER
,H,HISTORICAL
,I,"SCHOOL PROXIMITY"
,P,"PROXIMITY TO AIRPORT"
,R,"PROXIMITY TO RAILROAD"
,S,"MAJOR STREET/THOROUGHFARE"
,T,"HIGH TRAFFIC AREA"
,Z,"FLOOD PLAIN/FLOOD ZONE"
,AAA,BLUFF
,BBB,TERRITORY
,V01,"YES - TYPE UNKNOWN"
,V01,"YES - TYPE UNKNOWN"
,VAI,AIRPORT
,VAV,AVERAGE
,VBA,BAY
,VBE,BEST
,VBR,BETTER
,VCA,CANAL
,VCI,CITY
,VCL,CREEK/LAKE
,VCN,CANYON
,VCP,"CONSERVATION / PROTECTED AREA"
,VCV,CANYON/VALLEY
,VEX,EXCELLENT
,VFA,FAIR
,VGC,"GOLF COURSE"
,VGO,GOOD
,VGP,GREENBELT/PARK
,VGU,GULF
,VHM,HILLS/MOUNTAINS
,VHV,HILL/VALLEY
,VIN,INFERIOR
,VIT,"INLAND WATERWAY"
,VIW,"INTERCOASTAL WATERWAY"
,VLA,LAKE
,VLG,LAGOON
,VLP,LAKE/POND
,VMN,MOUNTAIN
,VMO,MOUNTAIN/OCEAN
,VOB,OBSTRUCTED
,VOC,OCEAN
,VPA,PARK
,VPD,POND
,VPG,PARKING
,VPI,PRIME
,VPL,POOL
,VPM,PREMIUM
,VPR,POOR
,VRC,RECREATIONAL
,VRD,ROAD
,VRR,RIVER
,VSD,STANDARD
,VSN,SUBURBAN
,VSR,SUPERIOR
,VST,STREET
,VTY,TYPICAL
,VWD,WOODLAND
,VWR,WATER
,,
PorchCode,,
,PorchCode,Description
,NULL,UNKOWN
,P00,PORCH
,P0Y,"GLASS PORCH"
,P10,"FINISHED/SCREENED PORCH"
,PC0,"COVERED PORCH"
,PE0,"ENCLOSED PORCH"
,PO0,"OPEN PORCH"
,PX0,"ENCLOSED/CHATTAHOOCHEE PORCH"
,,
DeckFlag,,
,DeckFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Deck"
,,
FeatureBalconyFlag,,
,FeatureBalconyFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Balcony"
,,
BreezewayFlag,,
,BreezewayFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Breezeway"
,,
ParkingRVParkingFlag,,
,ParkingRVParkingFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a RV Parking Space/Surface"
,,
DrivewayMaterial,,
,DrivewayMaterial,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,"D   ",DRIVEWAY
,"DA  ","DRIVEWAY ASPHALT"
,"DB  ","DRIVEWAY BOMANITE"
,"DC  ","DRIVEWAY CHAT"
,"DK  ","DRIVEWAY BRICK"
,"DO  ","DRIVEWAY CONCRETE"
,"DP  ","DRIVEWAY PAVER"
,"DR  ","DRIVEWAY GRAVEL"
,"DT  ","DRIVEWAY TILE"
,,
Pool,,
,Pool,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,101,PUBLIC/MUNICIPAL/COMMERCIAL
,110,"ABOVE-GROUND POOL"
,120,"IN-GROUND POOL"
,121,"IN-GROUND VINYL POOL"
,130,"INDOOR POOL"
,210,"POOL, GUNITE"
,220,"POOL, FIBERGLASS"
,230,"POOL, CONCRETE"
,241,"POOL, PLASTIC/VINYL LINED"
,401,"POOL (UNSPECIFIED), HEATED"
,402,"POOL, SOLAR HEATED"
,502,"POOL W/HOT TUB/SPA"
,610,"POOL (UNSPECIFIED), ENCLOSED"
,904,"SPA/HOT TUB (ONLY)"
,999,"TYPE NOT SPECIFIED"
,,
ContentSaunaFlag,,
,ContentSaunaFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Sauna Room"
,,
TopographyCode,,
,TopographyCode,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,101,"Gentle Slope        "
,102,"Level               "
,103,"Rolling             "
,104,"Steep Side          "
,105,"Low/Wet             "
,106,"Combo               "
,107,"Broken              "
,108,"Low                 "
,109,"High                "
,110,"Wet                "
,111,"Steep              "
,112,"Steep/Low          "
,113,"Steep/Wet          "
,114,"Underwater         "
,115,"Other              "
,116,"Below Road/Slope   "
,117,"Above Road/Slope   "
,118,"Above Road/Steep   "
,119,"Below Road/Steep   "
,120,"Partially Developed"
,121,"Needs Development  "
,122,Rocky
,123,Marsh
,124,"Mountain "
,125,Wooded
,126,Brushy
,A,Unknown
,B,Unknown
,C,Unknown
,D,Unknown
,F,Unknown
,,
FenceCode,,
,FenceCode,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,"F   ",FENCE
,"FB  ","BARBED WIRE FENCE"
,"FC  ","CHAIN LINK FENCE"
,"FH  ","HURRICANE FENCE"
,"FI  ","WROUGHT IRON OR IRON FENCE"
,"FK  ","BRICK FENCE/WALL"
,"FL  ","CONCRETE BLOCK FENCE/WALL"
,"FM  ","METAL FENCE"
,"FP  ","PICKET FENCE"
,"FR  ","RAIL FENCE"
,"FS  ","STOCKADE FENCE"
,"FT  ","STONE FENCE/WALL"
,"FV  ","VINYL FENCE"
,"FW  ","WOOD FENCE"
,"FX  ",COMBO
,FY,GRAPESTAKE
,FZ,"SOLID BOARD"
,XX,OTHER
,,
CourtyardFlag,,
,CourtyardFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Courtyard"
,,
ArborPergolaFlag,,
,ArborPergolaFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Pergola"
,,
SprinklersFlag,,
,SprinklersFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of an Installed Lawn/Plantings Watering System"
,,
GolfCourseGreenFlag,,
,GolfCourseGreenFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Practice Green"
,,
TennisCourtFlag,,
,TennisCourtFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Tennis Court"
,,
SportsCourtFlag,,
,SportsCourtFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Sport/Basketball Court"
,,
ArenaFlag,,
,ArenaFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of an Equestrian Arena"
,,
WaterFeatureFlag,,
,WaterFeatureFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Water Feature Such as a Fountain"
,,
PondFlag,,
,PondFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Pond, Including a Koi Pond"
,,
BoatLiftFlag,,
,BoatLiftFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Boat Lift"
,,
BathHouseFlag,,
,BathHouseFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Bath House"
,,
BoatAccessFlag,,
,BoatAccessFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Boat Access/Ramp"
,,
BoatHouseFlag,,
,BoatHouseFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Boat house"
,,
CabinFlag,,
,CabinFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Cabin/Rustic Dwelling"
,,
CanopyFlag,,
,CanopyFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Canopy Area"
,,
GazeboFlag,,
,GazeboFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Gazebo"
,,
GraineryFlag,,
,GraineryFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Grainery"
,,
GreenHouseFlag,,
,GreenHouseFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Greenhouse"
,,
GuestHouseFlag,,
,GuestHouseFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Guest House"
,,
KennelFlag,,
,KennelFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Kennel/Animal Shelter"
,,
LeanToFlag,,
,LeanToFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Lean-To"
,,
LoadingPlatformFlag,,
,LoadingPlatformFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Loading Platform/Dock"
,,
MilkHouseFlag,,
,MilkHouseFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Milk House"
,,
OutdoorKitchenFireplaceFlag,,
,OutdoorKitchenFireplaceFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of an Outdoor Kitchen/Brick Bar-B-Que "
,,
PoolHouseFlag,,
,PoolHouseFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Pool House"
,,
PoultryHouseFlag,,
,PoultryHouseFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Poultry House"
,,
QuonsetFlag,,
,QuonsetFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Quonset Structure/Hut"
,,
SiloFlag,,
,SiloFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Silo"
,,
StableFlag,,
,StableFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Stables"
,,
StorageBuildingFlag,,
,StorageBuildingFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Storage Building"
,,
PoleStructureFlag,,
,PoleStructureFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Pole Building"
,,
ShedCode,,
,ShedCode,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,,Unknown
,Y,"There is a shed on the property"
,"Numeric Value (not 0)","The number of sheds on the property."
,,
UtilityBuildingFlag,,
,UtilityBuildingFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"The property has a utility (multi-purpose working building) building on it"
,,
CommunityRecRoomFlag,,
,CommunityRecRoomFlag,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates the presence of a Community Use Building"
,,
ParcelShellRecord,,
,ParcelShellRecord,Description
,NULL,"UNKNOWN OR NOT PROVIDED"
,0,UNKNOWN
,1,"Indicates that the record is a Shell Record Created Using the Contents of the Most Recent Sale"
