[ATTOM ID],TaxAssessedValueTotal,TaxMarketValueTotal,diffCol
299937704,10200,53710,19.0
299928945,5580,29380,19.0
299929680,2610,13720,19.0
299928852,9360,49250,19.0
299929755,2610,13730,19.0
299929751,1740,9190,19.0
299929748,3700,19460,19.0
299928647,8570,45110,19.0
299929774,1840,9670,19.0
299928938,6040,31810,19.0
299928583,2790,14680,19.0
299928786,10790,56760,19.0
299929781,5330,28040,19.0
299928890,5450,28680,19.0
299928643,670,3520,19.0
299928968,3900,20530,19.0
299928733,5040,26540,19.0
299929801,4990,26240,19.0
299928959,4430,23320,19.0
299928755,6930,36480,19.0
299928949,10400,54760,19.0
299929650,4240,22320,19.0
299928729,3850,20280,19.0
299928816,5550,29200,19.0
299929757,2070,10880,19.0
299928805,8690,45780,19.0
299928940,3710,19530,19.0
299936972,64100,200310,32.0
299937007,18920,99560,19.0
299937008,18530,97510,19.0
299936403,10880,57260,19.0
299936445,15530,81770,19.0
299936267,14590,76770,19.0
299936195,19510,102720,19.0
299936325,16350,86090,19.0
299933812,25320,133310,19.0
299936328,23630,124340,19.0
299936501,10270,54020,19.0
299936398,27020,142230,19.0
299934469,8110,42720,19.0
299934470,7150,37590,19.0
299935144,10270,54050,19.0
299934900,20300,106820,19.0
299935002,7600,40040,19.0
299935052,40260,211930,19.0
299934626,14470,76140,19.0
299935036,14570,76660,19.0
299934843,11310,59530,19.0
299934222,35760,188180,19.0
311348374,27080,142530,19.0
299932999,15580,81980,19.0
299934160,8580,45140,19.0
299932861,26250,138160,19.0
299934135,20560,108220,19.0
299933015,24900,131030,19.0
299933003,19560,102920,19.0
299933005,20340,107010,19.0
299934191,14210,74800,19.0
299934183,7730,40640,19.0
299933009,23660,124490,19.0
299932844,29480,155150,19.0
299934054,20660,108720,19.0
299934075,17320,91150,19.0
299932867,25440,133900,19.0
299934142,51370,270350,19.0
299934197,14890,78330,19.0
299934164,19510,102650,19.0
299932893,36010,189560,19.0
299933029,22610,118970,19.0
299934182,18480,97240,19.0
299934196,6980,36710,19.0
299933046,25880,136230,19.0
299933077,20150,106060,19.0
299932969,19020,100140,19.0
299934076,17790,93660,19.0
299932855,29180,153570,19.0
299932858,30140,158620,19.0
299933017,25840,135980,19.0
299932843,35820,188510,19.0
299932882,40870,215090,19.0
299934829,24120,126920,19.0
299935043,7150,37680,19.0
299934841,10090,53090,19.0
299934910,12640,66520,19.0
299934846,50770,267220,19.0
299934804,6500,34180,19.0
299935268,15390,80970,19.0
299934799,9320,49040,19.0
299934886,9000,47350,19.0
299935267,17370,91430,19.0
299934920,12440,65460,19.0
299934849,27500,144730,19.0
299934873,8470,44580,19.0
299935218,34750,182910,19.0
299935847,30260,159280,19.0
299935487,41230,217000,19.0
299935834,29380,154630,19.0
299935622,34020,179070,19.0
299935330,31670,166700,19.0
299935354,29310,154280,19.0
299935112,12740,67070,19.0
299935683,37800,198940,19.0
299935709,28830,151710,19.0
299937154,77240,406510,19.0
299937105,46480,244620,19.0
299935610,32290,169930,19.0
299935360,35610,187390,19.0
299937118,34770,183010,19.0
299935311,31910,167940,19.0
299935829,23780,125160,19.0
299935586,28830,151760,19.0
299935394,28530,150170,19.0
299935561,47800,251580,19.0
299935530,50740,267070,19.0
299935575,40970,215600,19.0
299935545,52580,276720,19.0
299935569,25750,135560,19.0
299935725,43680,229900,19.0
299935788,27980,147280,19.0
299935204,24840,130760,19.0
299937109,42030,221190,19.0
299935172,16050,84490,19.0
299937198,41450,218140,19.0
299935425,26920,141650,19.0
299935213,35510,186870,19.0
299935419,25820,135870,19.0
299935531,42310,222680,19.0
299937141,33250,175010,19.0
299935160,22550,118660,19.0
299935446,29030,152780,19.0
299935795,16710,87920,19.0
299935337,28550,150260,19.0
299935178,6620,34840,19.0
299935789,29600,155780,19.0
299935849,24930,131160,19.0
299935356,33310,175290,19.0
299937112,31620,166400,19.0
299935706,29590,155720,19.0
299935226,20210,106380,19.0
299929518,10940,57600,19.0
299929520,13390,79160,17.0
299929391,18540,102960,18.0
299929508,6810,40150,17.0
299929000,5570,37230,15.0
299929471,4270,22450,19.0
311348534,25220,136840,18.0
326078911,30670,163660,19.0
299939278,31910,167930,19.0
299940557,14700,100740,15.0
299939113,10280,54130,19.0
299486214,15446,81290,19.0
299486216,8590,45210,19.0
299486218,14525,76450,19.0
299486220,7545,39710,19.0
299486221,8486,44660,19.0
299486223,17389,91520,19.0
299486224,16783,88330,19.0
299486258,23136,121770,19.0
299486264,22593,118910,19.0
299486267,11369,59840,19.0
299486284,11704,61600,19.0
299486286,7022,36960,19.0
299486294,20942,110220,19.0
299486295,25916,136400,19.0
299486296,18706,98450,19.0
299486297,16051,84480,19.0
299486299,15698,82621,19.0
299486302,24557,129250,19.0
299486303,9531,50160,19.0
299486813,5915,31130,19.0
299486889,12519,65890,19.0
299486890,3867,20350,19.0
299486895,22509,118470,19.0
299486897,4139,21780,19.0
299486899,18601,97900,19.0
299486902,18622,98010,19.0
299486903,4410,23210,19.0
299486905,17180,90420,19.0
299486906,11683,61490,19.0
299486908,11495,60500,19.0
299486974,11516,60610,19.0
299486975,9050,47630,19.0
299486976,13439,70730,19.0
299486977,9761,51370,19.0
299486981,16657,87670,19.0
299486985,27295,143660,19.0
299486987,13000,68420,19.0
299486992,5455,28710,19.0
299486996,20064,105600,19.0
299486998,26125,137500,19.0
299486999,8988,47300,19.0
299487002,19270,101420,19.0
299487003,10137,53350,19.0
299487006,8047,42350,19.0
299487108,8757,46090,19.0
299487109,21297,112090,19.0
299487110,4573,24068,19.0
299487130,12749,67100,19.0
299487133,11391,59950,19.0
299487134,16114,84810,19.0
299487135,9740,51260,19.0
299487137,26460,139260,19.0
299487138,5957,31350,19.0
299487140,15487,81510,19.0
299487141,11872,62480,19.0
299487145,13209,69520,19.0
299486708,16699,87890,19.0
299486709,13125,69080,19.0
299486712,12478,65670,19.0
299486714,13565,71390,19.0
299486715,9071,47740,19.0
299486797,13293,69960,19.0
299486800,9824,51700,19.0
299486801,4807,25300,19.0
299486803,13021,68530,19.0
299486053,11048,58146,19.0
299486054,13250,69740,19.0
299486055,11662,61380,19.0
299486452,20628,108570,19.0
299486453,17473,91960,19.0
299486455,15466,81400,19.0
299486456,18309,96360,19.0
299486457,8757,46090,19.0
299486458,16616,87450,19.0
299486462,18560,97680,19.0
299486463,18413,96910,19.0
299486464,12728,66990,19.0
299486466,12561,66110,19.0
299486467,8778,46200,19.0
299486469,17744,93390,19.0
299486470,18288,96250,19.0
299486472,10283,54120,19.0
299486474,7461,39270,19.0
299486477,7316,38500,19.0
299486478,8695,45760,19.0
299486482,9948,52360,19.0
299486484,6040,31790,19.0
299486486,11370,59840,19.0
299486487,10178,53570,19.0
299486493,10346,54450,19.0
299486869,8214,43230,19.0
299486870,10650,33280,32.0
299486876,4557,23980,19.0
299486877,1710,9000,19.0
299486879,10847,57090,19.0
299486881,10952,57640,19.0
299486883,12017,63250,19.0
299486885,8234,43340,19.0
299486886,10659,56100,19.0
299486887,122506,382830,32.0
299486915,9196,48400,19.0
299486916,12874,67760,19.0
299486917,10701,56320,19.0
299486922,8736,45980,19.0
299486923,6249,32890,19.0
299486926,8549,44990,19.0
299486927,8130,42790,19.0
299486928,14568,76670,19.0
299486931,21507,113190,19.0
299486933,10033,52800,19.0
299486938,19584,103070,19.0
299496404,28557,153210,19.0
299496408,23288,124190,19.0
299496410,38148,208380,18.0
299496412,21475,113025,19.0
299496413,25578,135760,19.0
299496417,21615,116860,18.0
299496418,17075,89870,19.0
299496420,23074,121440,19.0
299496421,46252,243430,19.0
299496422,23450,123420,19.0
299496424,38638,214630,18.0
299496426,37932,208300,18.0
299496431,27403,146030,19.0
299496435,50612,274630,18.0
299496438,28294,149540,19.0
299496439,36210,195810,18.0
299496441,36819,195110,19.0
299496444,29188,155390,19.0
299496445,32783,174050,19.0
299496446,15001,79580,19.0
299496447,27899,149270,19.0
299496448,34392,190220,18.0
299496450,21112,118630,18.0
299496453,18705,98450,19.0
299496455,28277,148830,19.0
299496457,20545,108130,19.0
299496460,33939,182790,19.0
299496461,45395,238920,19.0
299496462,21381,112530,19.0
299496465,21757,114510,19.0
299496468,28487,149930,19.0
299496469,22216,116930,19.0
299496471,23095,121550,19.0
299496474,27421,144320,19.0
299496478,31987,182500,18.0
299496483,40077,125240,32.0
299496484,14235,77940,18.0
299496489,4867,27850,17.0
299496502,17848,93940,19.0
299496507,4745,24970,19.0
299496519,19482,104600,19.0
299496526,20778,119120,17.0
299496530,22898,128250,18.0
299496533,26884,142160,19.0
299496539,31415,141480,22.0
299496552,28804,163870,18.0
299496558,38119,203060,19.0
299496560,39113,207810,19.0
299496561,35037,186360,19.0
299496562,31273,166730,19.0
299496563,56915,310090,18.0
299496564,30646,165680,18.0
299496565,28060,157670,18.0
299496566,42820,228760,19.0
299496567,45274,243200,19.0
299496573,54565,297500,18.0
299498561,28017,148710,19.0
299498563,31887,171660,19.0
299498568,34465,189870,18.0
299498571,41006,217810,19.0
299498574,34167,180450,19.0
299498575,29370,158190,19.0
299498578,32139,169780,19.0
299498579,31612,173340,18.0
299498590,30321,160210,19.0
299498591,31763,167800,19.0
299498595,7988,44620,18.0
299498602,33715,187470,18.0
299498605,28294,149540,19.0
299498606,29415,156250,19.0
299498607,34553,184950,19.0
299498608,30405,160650,19.0
299498609,32174,175010,18.0
299498613,42444,232490,18.0
299498614,23822,128510,19.0
299498615,31381,177320,18.0
299498616,20143,106640,19.0
299498620,25869,136780,19.0
299498623,28904,152130,19.0
299498624,24155,127760,19.0
299498626,27147,143580,19.0
299498629,13831,73420,19.0
299498631,24971,134040,19.0
299490073,55455,295260,19.0
299490334,37238,208922,18.0
299490397,27104,144310,19.0
299489362,7019,38340,18.0
299489968,6654,39400,17.0
299489970,79441,433510,18.0
299489973,28535,158290,18.0
299489976,26550,157790,17.0
299489989,10363,58190,18.0
299489993,13510,80500,17.0
299490003,30851,181050,17.0
299490004,35064,190110,18.0
299490007,7707,41190,19.0
299490011,46889,257100,18.0
299490015,15537,90460,17.0
299490016,42218,231630,18.0
299490019,15731,103500,15.0
299490026,32348,174600,19.0
299490029,30534,173600,18.0
299490045,4982,33290,15.0
299490046,9254,51580,18.0
299490047,11542,83220,14.0
299490051,39831,222460,18.0
299490052,27021,146380,18.0
299490060,40563,226310,18.0
299490063,19333,101750,19.0
299490065,20551,110770,19.0
299490067,28911,160270,18.0
299490072,10179,55690,18.0
299489699,26846,153710,17.0
299489702,14611,81650,18.0
299489705,24741,130840,19.0
299489709,29108,166980,17.0
299489714,25807,144410,18.0
299489719,19309,107780,18.0
299489720,40924,224120,18.0
299489737,23067,130690,18.0
299489750,30902,171850,18.0
299489751,27562,145690,19.0
299489752,3741,20900,18.0
299489754,9647,62230,16.0
299489756,52034,300020,17.0
299489769,27943,175620,16.0
299489772,26291,149280,18.0
299489779,26899,149790,18.0
299489780,7543,46370,16.0
299489792,12595,70820,18.0
299489798,48112,253220,19.0
299489799,49136,258610,19.0
299489806,50003,294450,17.0
299489807,14527,84930,17.0
299489823,45423,243970,19.0
299489828,38609,214200,18.0
299489830,5938,36000,16.0
299489831,40792,231421,18.0
299489833,15352,90010,17.0
299489834,19954,109370,18.0
299489837,39013,216090,18.0
299489839,23779,129500,18.0
299489845,15582,97190,16.0
299489847,13353,78420,17.0
299489849,6313,37720,17.0
299489850,9473,55460,17.0
299489851,32433,177550,18.0
299489856,51258,279440,18.0
299489858,13424,72530,19.0
299489861,23498,150900,16.0
299489863,17356,101260,17.0
299489869,60695,324460,19.0
299489871,46733,263350,18.0
299489878,26294,146870,18.0
299489894,13584,74960,18.0
299489902,24195,132130,18.0
299489903,46533,247120,19.0
299489913,15823,88290,18.0
299489915,17147,92460,19.0
299489921,32506,181180,18.0
299489931,28246,149400,19.0
299489932,32444,173150,19.0
299489934,23293,136740,17.0
299489939,25673,144260,18.0
299489941,7245,50100,14.0
299489942,16621,89360,19.0
299489943,8106,50030,16.0
299498252,22092,117670,19.0
299498255,12342,69602,18.0
299498258,27049,168300,16.0
299498259,50189,277010,18.0
299498265,37521,199360,19.0
299498266,51147,274020,19.0
299498267,31203,169680,18.0
299498269,31054,168690,18.0
299498270,25720,147860,17.0
299498272,26755,165980,16.0
299498275,50343,267320,19.0
299498278,12845,71880,18.0
299498285,39280,212150,19.0
299498286,22903,126180,18.0
299498287,25759,147730,17.0
299498293,38080,200420,19.0
299498298,30747,163890,19.0
299498305,54262,169570,32.0
299498311,40546,213400,19.0
299498314,29572,160580,18.0
299498319,43737,190300,23.0
299498322,38922,121630,32.0
299498325,22003,116430,19.0
299498329,20105,107140,19.0
299498333,47861,251900,19.0
299498337,53567,281930,19.0
299498338,51749,272360,19.0
299498339,41278,217250,19.0
299498340,52229,274890,19.0
299498341,47004,247390,19.0
299498342,38874,204600,19.0
299498343,45311,238480,19.0
299498344,45374,238810,19.0
299498345,52229,274890,19.0
299498347,26862,143260,19.0
299498348,31042,165260,19.0
299498351,33639,178300,19.0
299498356,32899,180150,18.0
299498357,41160,218070,19.0
299498359,40508,219500,18.0
299498361,6135,41500,15.0
299498362,32358,179110,18.0
299498365,19041,102720,19.0
299498370,32395,170500,19.0
299498372,40546,213400,19.0
299498374,31310,173520,18.0
299498375,20924,111930,19.0
299498379,30169,159780,19.0
299498380,30207,163110,19.0
299498382,38042,215950,18.0
299498391,33030,175020,19.0
299498393,12572,67420,19.0
299498394,28115,150810,19.0
299498397,14490,78140,19.0
299498400,47025,247500,19.0
299498401,43786,230450,19.0
299494429,24776,132350,19.0
299494430,33940,183310,19.0
299494433,40170,211420,19.0
299494467,29407,154770,19.0
299494468,31225,164340,19.0
299494508,19443,115630,17.0
299494605,3569,21400,17.0
299494607,24103,137650,18.0
299494617,29664,162500,18.0
299494640,143537,537780,27.0
299494642,43283,263800,16.0
299494644,48697,256300,19.0
299494645,52104,274230,19.0
299494646,48051,252900,19.0
299494648,49575,260920,19.0
299494649,48760,256630,19.0
299494650,46545,244970,19.0
299494651,46921,246950,19.0
299494655,42950,226050,19.0
299494657,46899,246840,19.0
299494659,40379,212520,19.0
299494660,43827,230670,19.0
299494661,45934,241757,19.0
299494662,40818,214830,19.0
299494664,40964,215600,19.0
299494666,40232,211750,19.0
299494669,52313,275330,19.0
299494671,51623,271700,19.0
299494675,57789,304150,19.0
299494678,49867,262460,19.0
299494684,46252,243430,19.0
299494686,48952,257642,19.0
299494694,42260,222420,19.0
299494695,40724,214335,19.0
299494697,44864,236126,19.0
299494699,51372,270380,19.0
299494700,48906,257400,19.0
299494704,56305,296340,19.0
299494706,22416,70050,32.0
299494833,61398,323147,19.0
299494868,20238,111610,18.0
299494876,16616,87450,19.0
299494895,15602,84840,18.0
299494897,10867,62130,17.0
299494910,30347,159720,19.0
299494914,25057,131879,19.0
299494930,32913,189250,17.0
299494933,17061,99890,17.0
299494937,29924,170060,18.0
299494961,33169,174570,19.0
299494966,38707,203720,19.0
299494967,33587,176770,19.0
299494973,31099,163680,19.0
299495016,22850,136070,17.0
299495023,22801,134630,17.0
299495025,31337,168360,19.0
299491913,42926,276030,16.0
299491920,30285,175050,17.0
299491924,31694,176980,18.0
299491925,12107,65600,18.0
299491944,19445,128030,15.0
299492003,38682,210700,18.0
299492005,47001,262700,18.0
299492044,17786,109010,16.0
299492055,64722,342740,19.0
299493446,27897,147970,19.0
299493460,3299,21010,16.0
299493461,17261,95270,18.0
299493474,33774,179230,19.0
299493478,12836,85020,15.0
299493479,32136,177130,18.0
299493507,2460,20500,12.0
299493510,39624,220410,18.0
299494027,33058,174360,19.0
299494033,29434,155580,19.0
299494035,35922,189430,19.0
299494037,45004,237270,19.0
299494040,36536,197690,18.0
299494047,13609,83380,16.0
299494055,9864,56850,17.0
299494057,44187,235400,19.0
299494058,46223,246080,19.0
299494059,21938,116790,19.0
299494067,42082,278370,15.0
299494068,22337,117930,19.0
299494071,35705,189360,19.0
299494072,35313,186670,19.0
299494078,37842,199720,19.0
299494080,16245,91100,18.0
299494083,25201,142950,18.0
299494084,9675,63560,15.0
299494085,24847,145840,17.0
299494088,45433,248480,18.0
299494089,16366,89160,18.0
299494104,37645,198980,19.0
299494107,42314,230960,18.0
299494156,33201,178500,19.0
299494162,9490,52450,18.0
299494165,32333,170690,19.0
299494177,26853,181490,15.0
299494200,88499,409600,22.0
299494203,24659,135680,18.0
299494205,18020,103840,17.0
299494206,28379,156540,18.0
299494209,40867,221720,18.0
299494212,30521,167270,18.0
299494216,16795,92410,18.0
325810140,22324,142400,16.0
325810141,51901,278170,19.0
325810143,72895,394522,18.0
325810147,1632,13600,12.0
325810148,43319,236207,18.0
299938829,31210,226900,14.0
299939174,15720,83360,19.0
299932584,23900,130800,18.0
299932466,27590,183440,15.0
299939185,27370,198240,14.0
299932545,13000,68440,19.0
299938859,33950,178710,19.0
299938840,9930,63750,16.0
299938873,21710,116090,19.0
299938869,1030,5400,19.0
299932423,55310,384610,14.0
299938780,23740,127300,19.0
299939192,43020,313120,14.0
299932528,40190,236110,17.0
299932535,19000,99970,19.0
299932534,27850,149540,19.0
299932579,56800,308230,18.0
299932418,25290,145560,17.0
299932230,14930,93780,16.0
299930906,8700,47060,18.0
299930854,28950,154360,19.0
299932244,16770,102960,16.0
299930813,14850,81300,18.0
299930862,5100,26860,19.0
299930958,29400,184670,16.0
299932266,22820,120080,19.0
299930954,14490,95360,15.0
299932294,22150,116560,19.0
299930889,19540,132920,15.0
299932260,13110,70750,19.0
299932251,16810,90670,19.0
299930655,23680,124630,19.0
299930822,7450,49540,15.0
299932254,21400,126920,17.0
299930882,21250,111850,19.0
299932238,45540,258040,18.0
299932280,24230,127550,19.0
299939313,7150,40840,18.0
299940223,32200,209460,15.0
299939092,21440,125980,17.0
299939321,10560,61650,17.0
299940761,10530,55430,19.0
299940552,11510,66630,17.0
299938904,20750,114920,18.0
299940586,7570,63050,12.0
299940525,1570,13070,12.0
299938902,9340,59150,16.0
299939301,10320,56970,18.0
299941024,11680,62800,19.0
299940535,19060,140850,14.0
299940533,45470,215680,21.0
299938874,10560,67900,16.0
299940579,8440,44390,19.0
299939311,6570,35630,18.0
299940227,8350,43940,19.0
299939136,10110,66470,15.0
299940542,10530,72850,14.0
299940497,13690,72070,19.0
299938901,21720,119450,18.0
311348533,19580,116100,17.0
299940489,16030,84640,19.0
299931914,33110,196990,17.0
299930617,4780,25150,19.0
299930100,18170,97940,19.0
299932687,40120,212380,19.0
299932724,40500,213110,19.0
299937377,12140,85430,14.0
299936792,20370,107190,19.0
299936566,10280,85700,12.0
299930547,48260,264140,18.0
299932730,24130,127020,19.0
299930550,19710,109500,18.0
299930618,68410,360050,19.0
299936810,19740,103940,19.0
299936794,22120,116410,19.0
299936671,22680,119360,19.0
299937019,19450,96360,20.0
299936655,11800,62090,19.0
299937412,13130,74100,18.0
299936793,24160,127150,19.0
299936677,18090,95200,19.0
299936797,30330,159610,19.0
299938200,33650,188570,18.0
299938746,8480,49690,17.0
299936641,27710,94060,29.0
299936871,20410,107430,19.0
299936744,23810,131890,18.0
299937000,27810,146340,19.0
299932768,22850,120300,19.0
299932673,12150,88800,14.0
299930541,58080,367100,16.0
299936874,27830,146490,19.0
299932814,15560,81900,19.0
299936565,41630,291750,14.0
299932623,36900,194200,19.0
299932762,28120,153990,18.0
299930621,46740,347940,13.0
299938749,37840,262740,14.0
299936800,19510,103270,19.0
299930622,8250,43430,19.0
299937286,2360,12430,19.0
299937290,37530,216990,17.0
299936822,21510,113200,19.0
299932659,7800,42980,18.0
299936891,15470,113410,14.0
299938212,15090,83380,18.0
299937414,4860,40460,12.0
299936880,35550,187130,19.0
299936828,21810,114770,19.0
299932770,21240,111780,19.0
299938805,14380,79230,18.0
299932718,49800,262110,19.0
299936855,14900,78430,19.0
299930626,12230,65650,19.0
299936881,21390,124870,17.0
299936944,31990,194830,16.0
299930507,19190,106350,18.0
299937369,25860,147250,18.0
299932686,31100,172620,18.0
311348402,13830,72820,19.0
299930625,17210,143470,12.0
299932811,21150,111350,19.0
299935901,37570,197750,19.0
299939692,5280,27830,19.0
299932015,7520,39600,19.0
299939456,2550,13450,19.0
299936062,16210,85310,19.0
299935378,38090,200460,19.0
311349838,20360,169660,12.0
299941479,21570,173480,12.0
299941300,27640,178420,15.0
299941106,35490,190740,19.0
299938842,42340,260910,16.0
299940546,35390,228430,15.0
299940332,17960,128700,14.0
311348576,6490,34150,19.0
311349221,13000,81820,16.0
311349570,16740,88410,19.0
311348795,20310,139040,15.0
311349650,12220,80930,15.0
311349599,37620,218560,17.0
311348827,6510,34240,19.0
311348839,15160,95450,16.0
311349209,13230,88590,15.0
311348703,4960,26110,19.0
299937713,20000,123860,16.0
299929850,52740,308360,17.0
299929990,15030,95630,16.0
299940152,120,1000,12.0
299940155,6230,51900,12.0
311348504,290110,906600,32.0
311348505,290110,906600,32.0
311348506,290110,906600,32.0
311348632,290110,906600,32.0
325022674,2340,19530,12.0
311348518,290110,906600,32.0
311348519,290110,906600,32.0
311348578,2790,23260,12.0
311348636,290110,906600,32.0
311348638,290110,906600,32.0
311348639,290110,906600,32.0
311348658,290110,906600,32.0
311348660,290110,906600,32.0
311348661,290110,906600,32.0
311348662,290110,906600,32.0
311348711,9870,63710,15.0
311348925,10830,86750,12.0
311349175,10360,57550,18.0
311349252,7030,41900,17.0
311349621,2950,14550,20.0
325022832,4370,23010,19.0
299929322,5850,35330,17.0
299929429,16590,124350,13.0
299929502,17180,121720,14.0
299929544,8530,68160,13.0
299938578,8180,66110,12.0
299940908,1240,8300,15.0
299941123,4440,36280,12.0
299936772,24410,128480,19.0
299928519,13260,83770,16.0
299928521,52070,162720,32.0
299928840,1460,9240,16.0
299928899,86280,269640,32.0
299928981,23970,126150,19.0
299929027,14760,120090,12.0
299929040,4990,41550,12.0
299929070,8310,69230,12.0
299929200,3830,31900,12.0
299929251,3870,32310,12.0
299929265,1420,4450,32.0
299929297,15200,81940,19.0
299929299,8380,67540,12.0
299929378,12330,100390,12.0
299929404,9840,81990,12.0
299929430,18420,151560,12.0
299929475,350,2940,12.0
299929871,17210,108550,16.0
299929928,8290,69050,12.0
299929937,4460,37180,12.0
299929974,13870,74910,19.0
299930055,9670,63570,15.0
299930080,7690,58410,13.0
299930343,5670,44770,13.0
299930415,4990,41610,12.0
299930421,33030,269280,12.0
299930488,15050,86440,17.0
299930594,2780,14640,19.0
299930667,22750,189570,12.0
299930695,10600,88320,12.0
299930739,10050,65560,15.0
299930830,4920,41050,12.0
299930863,10320,79360,13.0
299930881,13300,110830,12.0
299930893,4760,37060,13.0
299930915,3290,27410,12.0
299930951,1620,8500,19.0
299930988,11470,95570,12.0
299930994,35830,111960,32.0
299930998,6590,20580,32.0
299931037,20210,106340,19.0
299931049,7060,56960,12.0
299931210,470,2490,19.0
299931212,67900,219070,31.0
299931213,2550,13390,19.0
299931214,9860,82180,12.0
299931605,11920,82110,15.0
299931672,3340,19960,17.0
299931686,9060,48900,19.0
299931687,11710,94940,12.0
299931699,49150,344030,14.0
299931728,6610,48150,14.0
299932047,25110,181040,14.0
299932078,17060,137150,12.0
299932144,9570,79720,12.0
299932202,21780,179100,12.0
299932233,3980,24710,16.0
299932267,2070,10900,19.0
299932333,26900,185670,14.0
299932363,10160,80980,13.0
299932383,7440,56790,13.0
299932503,40050,210790,19.0
299932529,50110,263740,19.0
299932548,3530,29440,12.0
299932554,7290,45740,16.0
299932556,10410,86790,12.0
299932602,3900,29330,13.0
299932624,5930,31200,19.0
299932639,7910,51050,15.0
299931831,12010,100060,12.0
299931833,4020,33530,12.0
299931852,3040,25310,12.0
299931853,290,2430,12.0
299931854,210,1790,12.0
299931855,14760,123000,12.0
299931858,7960,66340,12.0
299931859,2570,21440,12.0
299931860,11680,97330,12.0
299931861,990,8250,12.0
299931878,4330,36060,12.0
299931879,7780,64820,12.0
299931880,11690,97400,12.0
299931881,3410,28430,12.0
299931886,34890,290750,12.0
299931889,9600,80000,12.0
299931891,4680,39030,12.0
299931892,4020,33500,12.0
299931893,35820,296700,12.0
299931896,3110,25890,12.0
299931898,4490,37400,12.0
299931901,2950,24570,12.0
299931902,9320,77670,12.0
311348288,8420,44300,19.0
311349253,10490,87430,12.0
311349441,2050,17070,12.0
311349442,2730,22710,12.0
311349822,4770,39790,12.0
331025769,1290,10740,12.0
331025770,620,5180,12.0
299931136,100,820,12.0
299931137,100,840,12.0
299931138,80,640,12.0
299931139,80,640,12.0
299931140,20,130,15.0
299931141,20,130,15.0
299931142,20,130,15.0
299931143,20,130,15.0
299931144,20,130,15.0
299931145,20,130,15.0
299931146,20,130,15.0
299931147,20,130,15.0
299931148,20,130,15.0
299931149,20,130,15.0
299931150,20,130,15.0
299931151,20,130,15.0
299931152,20,150,13.0
299931153,20,150,13.0
299931154,60,510,12.0
299931155,30,220,14.0
299931157,130,1080,12.0
299931158,130,1080,12.0
299931159,100,840,12.0
299931160,100,840,12.0
299931161,20,130,15.0
299931162,20,130,15.0
299931163,20,130,15.0
299931164,20,130,15.0
299931166,20,130,15.0
299931167,5790,48220,12.0
299931168,1520,12670,12.0
299930738,2040,17000,12.0
299930740,3120,25960,12.0
299930742,2400,20000,12.0
299930743,5570,46430,12.0
299930744,4060,33790,12.0
299930745,9490,79080,12.0
299930746,3170,26400,12.0
299930747,2890,24070,12.0
299930749,6530,54450,12.0
299930750,2620,21840,12.0
299930751,2800,23340,12.0
299930752,1420,11800,12.0
299930754,1890,15790,12.0
299930755,240,1970,12.0
299930756,3630,30290,12.0
299930757,7800,65040,12.0
299930758,3270,27260,12.0
299930761,4680,38990,12.0
299930763,13910,115880,12.0
299930764,4110,34250,12.0
299930765,3360,28040,12.0
299930766,4890,40770,12.0
299930767,8540,71160,12.0
299930772,10,100,10.0
299930773,2130,17720,12.0
299930774,3630,30280,12.0
299930776,11060,92220,12.0
299930780,1750,14610,12.0
299930781,3110,25950,12.0
299930782,180,1530,12.0
299930783,3870,32270,12.0
299930785,6340,52870,12.0
299930787,2020,16850,12.0
299930794,2220,18480,12.0
299930796,1370,11450,12.0
299930797,2830,23570,12.0
299930798,7630,63650,12.0
299930799,6780,56520,12.0
299931021,4060,33830,12.0
299931024,1580,13190,12.0
299931026,1180,9870,12.0
299931027,10340,86170,12.0
299931028,7030,58560,12.0
299931031,7540,62840,12.0
299931033,2910,24280,12.0
299931034,2640,21970,12.0
299931035,6480,51980,12.0
299931038,730,6090,12.0
299931040,9150,76260,12.0
299931045,3930,32720,12.0
299931046,4910,40860,12.0
299931047,21300,177460,12.0
299931048,7550,62910,12.0
299931051,690,5730,12.0
299931052,7710,64280,12.0
299931053,5170,43110,12.0
299931120,1950,16230,12.0
299931122,2580,21520,12.0
299931203,820,6800,12.0
299931204,610,5100,12.0
299931205,4530,37770,12.0
299931216,60110,187840,32.0
299931218,70,550,13.0
299931219,12670,105590,12.0
299931312,21550,179580,12.0
299931314,310,2550,12.0
299930690,2470,20600,12.0
299930790,3760,31320,12.0
299930791,3150,26280,12.0
299930792,1930,16120,12.0
299931675,4360,36350,12.0
299931676,5740,47830,12.0
299931677,1490,12380,12.0
299931678,1650,13730,12.0
299932204,10020,83490,12.0
299932206,460,3810,12.0
299932208,7530,62770,12.0
299932217,8340,69540,12.0
299932219,2130,17710,12.0
299932220,29060,242150,12.0
299937314,1080,8960,12.0
299937363,3860,32150,12.0
299937364,9670,80610,12.0
299937365,7850,65420,12.0
299937366,2730,22710,12.0
299937367,10250,85380,12.0
299937405,8040,66960,12.0
299937423,130,1050,12.0
299937424,15370,128090,12.0
299937425,3170,26420,12.0
299938756,720,6000,12.0
299938757,1050,8730,12.0
299938758,750,6220,12.0
299938761,1290,10740,12.0
299938762,3210,26740,12.0
299938763,1110,9290,12.0
299938764,4980,41470,12.0
